pid,n_scs_total,n_scs_strong,n_branches,S,K,merger_richness,C_fourier,n_sign_changes,phase
971,75,4,2,0.5253213195155949,0.9253213195155949,2,0.9597749709513849,1,StrongMerger
972,108,5,3,0.7922869466305904,1.2922869466305904,2,0.7976757764348188,2,StrongMerger
973,80,0,4,1.2163290724778848,1.2163290724778848,0,0.25130202408283675,3,Trivial
974,19,4,5,1.407925615431385,1.807925615431385,2,0.4494932265115596,4,StrongMerger
975,0,0,1,0.0,0.0,0,2.0898255606537313,0,Trivial
976,88,3,3,0.8852465195339148,1.1852465195339148,2,0.8239597893536903,2,StrongMerger
977,121,6,2,0.13906079845474112,0.7390607984547413,2,2.1962604846405545,1,StrongMerger
978,0,0,3,0.7070534714832132,0.7070534714832132,0,0.3456633535032474,2,Trivial
979,121,6,2,0.6754645824509031,1.2754645824509032,2,0.6502763653733793,1,StrongMerger
980,0,0,3,1.0743409937030508,1.0743409937030508,0,0.5575833177181658,2,Trivial
981,15,2,3,0.7609808567865921,0.9609808567865921,2,0.348000838673815,2,StrongMerger
982,0,0,2,0.6328428307500615,0.6328428307500615,0,0.933379903298836,1,Trivial
983,13,3,3,0.9002560512685369,1.200256051268537,2,0.8878971360642547,2,StrongMerger
984,131,3,3,1.0662173875546272,1.3662173875546273,2,0.8032574853142683,2,StrongMerger
985,29,2,3,1.0387435715615458,1.2387435715615458,2,0.82031887573009,2,StrongMerger
986,20,2,3,1.0953886842281757,1.2953886842281757,2,2.136747476977453,2,StrongMerger
987,134,6,2,0.45884684243710105,1.0588468424371011,2,1.657135048175484,1,StrongMerger
988,185,10,1,0.0,1.0,0,3.11843327651076,0,Fragmented
989,96,2,6,1.4270294192042525,1.6270294192042525,2,1.044684403236019,5,StrongMerger
990,117,4,1,0.0,0.4,0,2.3009884370276814,0,Fragmented
991,233,11,1,0.0,1.1,0,4.354965865453745,0,Fragmented
992,137,5,2,0.5047041940481001,1.0047041940481,2,1.5203078164354689,1,StrongMerger
993,149,6,2,0.6690268361602776,1.2690268361602777,2,2.872139563785236,1,StrongMerger
994,108,4,2,0.2337916587064593,0.6337916587064594,2,1.3711967345917493,1,StrongMerger
995,21,3,4,1.0403327399959745,1.3403327399959746,2,0.9899301514916932,3,StrongMerger
996,7,1,3,0.4470620543337879,0.5470620543337879,2,2.059231651014975,2,StrongMerger
997,7,1,2,0.13906079845474112,0.23906079845474112,1,3.424270007331649,1,WeakMerger
998,138,2,2,0.6434915530192904,0.8434915530192904,2,1.0366263389809143,1,StrongMerger
999,0,0,1,0.0,0.0,0,6.047891024020897,0,Trivial
